"","","","names","color"
"73","1.29698013975932","-2.16710144758547","09094","#e5f5f9"
"74","-2.08310691436499","0.00233506976923328","06475","#e5f5f9"
"75","-0.244951418058929","1.23730632850316","05168","#e5f5f9"
"76","-0.252542961548571","0.0370991551640014","02062","#e5f5f9"
"77","0.675857951790622","1.78695472451876","11462","#e5f5f9"
"78","-1.10959912421874","-0.832456243933103","15357","#e5f5f9"
"79","-0.650703566810668","-0.771310901557325","14244","#e5f5f9"
"80","-0.0473370323521422","0.485464421352324","02456","#e5f5f9"
"81","0.138590296974542","0.668616307862122","14346","#e5f5f9"
"82","-0.633818020765498","1.26660020069246","08961","#e5f5f9"
"83","0.937238581673128","1.44667360026045","06493","#e5f5f9"
"84","1.33894886415417","0.598811008828935","13485","#e5f5f9"
"85","-0.650703005100159","-0.771321631231753","13621","#e5f5f9"
"86","0.134247604167018","0.0354457874723984","18269","#e5f5f9"
"87","0.265826147112662","0.372012004600364","09786","#e5f5f9"
"88","0.448473251319681","1.77075285807354","00101","#e5f5f9"
"89","-1.64078728870997","-1.03321714808635","21032","#e5f5f9"
"90","-0.264392693773642","-1.28160522271312","19889","#e5f5f9"
"91","-0.524417114569261","1.1637509156718","21068","#e5f5f9"
"92","-2.01169891307198","0.760324549723479","06185","#e5f5f9"
"93","-0.653488955729154","-0.428892826942111","15557","#e5f5f9"
"94","-1.13718416009219","-1.10847573916199","20189","#e5f5f9"
"95","1.33361625790384","-0.530884848783085","12820","#e5f5f9"
"96","-0.905299606843319","-1.5918815781151","21266","#e5f5f9"
"97","-1.15486208943605","-0.314205749703058","19358","#e5f5f9"
"98","0.44788540944313","-1.48335653162496","19322","#e5f5f9"
"99","-0.584094457086383","-0.749183298401864","13368","#e5f5f9"
"100","0.346130749750785","0.967455994230544","09559","#e5f5f9"
"101","0.409028701950831","-1.52393006603295","12424","#99d8c9"
"102","-0.425358735567668","-0.817646995209487","13773","#99d8c9"
"103","-1.72611883039347","0.702063291917988","13438","#99d8c9"
"104","0.935285105326001","0.857575506440925","15179","#99d8c9"
"105","1.88466724603895","1.18267229453701","13363","#99d8c9"
"106","1.37290712720723","0.573066935906552","13793","#99d8c9"
"107","0.495182718994991","1.78431070605272","17984","#99d8c9"
"108","1.01705652095097","-2.21227475125102","03272","#99d8c9"
"109","1.47451414493583","-0.455666510731034","03699","#99d8c9"
"110","-1.11473123806921","-1.87286322742929","20234","#99d8c9"
"111","-0.101546073541588","-0.53340069115856","00612","#99d8c9"
"112","0.522146246190848","-0.940102510613163","13574","#99d8c9"
"113","0.971316723449518","-0.553696045916789","12439","#99d8c9"
"114","0.566568682006131","1.73959213537522","13272","#99d8c9"
"115","1.05131451044336","-0.070889798546387","16071","#99d8c9"
"116","-1.94120324828816","-0.0206289314762792","20596","#99d8c9"
"117","1.15910032807148","-0.568986685523219","06118","#99d8c9"
"118","-0.844355073001868","0.75576301936365","04267","#99d8c9"
"119","0.790184101493101","-0.61753462017383","18408","#99d8c9"
"120","-0.844274241244053","0.0398875358986224","13170","#99d8c9"
"121","0.210141641358633","1.7345161465747","19500","#99d8c9"
"122","2.18663463054514","-1.41352971989126","06283","#99d8c9"
"123","-1.01144244702693","1.38294296163023","14248","#99d8c9"
"124","0.512740368743058","1.05002839143662","18222","#99d8c9"
"125","0.980728180645134","-0.982300195058802","13934","#99d8c9"
"126","0.286963614924974","0.670263299117905","13693","#99d8c9"
"127","-0.506890753878132","-2.14055503917204","20457","#99d8c9"
"128","-0.88578347094903","1.87023172745855","11843","#99d8c9"
"129","1.64115864236405","0.559811244313195","19524","#99d8c9"
"130","0.270207559620311","1.32287761128977","09450","#99d8c9"
"131","0.611033142256496","0.455153137769933","14442","#99d8c9"
"132","0.287642423112009","0.670238257281911","13742","#99d8c9"
"133","0.239536372000563","1.10588372010584","05382","#99d8c9"
"134","1.63815436516814","-0.32599524521682","14271","#99d8c9"
"135","1.63815436516814","-0.32599524521682","14391","#99d8c9"
"136","-0.882626636236301","0.189780244395843","15584","#99d8c9"
"137","-2.72575450019669","-0.205264899726289","13606","#99d8c9"
"138","-0.697968879938285","-1.68808219365292","13761","#99d8c9"
"139","-0.868069298568035","-1.30276742235817","14181","#99d8c9"
"140","0.979324884138249","-0.98129677529379","14228","#99d8c9"
"141","2.54801133855818","-0.484551499092735","14335","#99d8c9"
"142","0.787280923953329","1.22205913095824","13664","#99d8c9"
"143","0.222496169462834","1.22920861218741","09953","#99d8c9"
"144","-0.628448065244927","-0.874671999832519","14128","#99d8c9"
"145","-0.479927272465579","-0.867618097648434","13745","#99d8c9"
"146","0.980821365151638","-0.982311218621503","13601","#99d8c9"
"147","1.30254654566016","1.18124379309756","09903","#99d8c9"
"148","1.63588836957111","-0.322735244712438","13565","#99d8c9"
"149","1.63588836957111","-0.322735244712438","13750","#99d8c9"
"150","1.63588836957111","-0.322735244712438","14191","#99d8c9"
"151","0.358661783751571","2.2586944923382","14204","#99d8c9"
"152","-1.74972708474722","-1.13467247984794","21240","#99d8c9"
"153","-1.09598536802391","-1.64565899435247","21038","#99d8c9"
"154","0.881248898064024","-0.177308428836433","01842","#99d8c9"
"155","1.85097905890384","0.195218744692444","00275","#99d8c9"
"156","0.943446749190183","0.846373180386534","13462","#99d8c9"
"157","0.620040801519022","0.872843662874258","18014","#99d8c9"
"158","-0.158555853998285","1.3258754945132","19458","#99d8c9"
"159","0.100531841692409","-0.361062441856345","14108","#99d8c9"
"160","-0.700996894078133","1.15120601962472","17707","#99d8c9"
"161","-1.05999414398693","-1.28192388747668","21254","#99d8c9"
"162","0.714137926309165","-0.598639517446273","06918","#99d8c9"
"163","0.100533992075949","-0.361055039285627","13503","#99d8c9"
"164","-0.244122844562038","1.35105760378358","17499","#99d8c9"
"165","-1.05118428379404","-0.296217391351225","13190","#99d8c9"
"166","1.36821286754838","1.61069750729605","19570","#99d8c9"
"167","-0.732073116949545","1.58561576622872","10760","#99d8c9"
"168","1.71888864064059","0.298792102394675","13271","#99d8c9"
"169","1.46601512612104","1.14676261650604","08850","#99d8c9"
"170","1.63634874851527","0.884695481879072","11811","#99d8c9"
"171","1.47021887165844","1.13292789022614","03225","#99d8c9"
"172","-1.924620522664","0.630214433719078","19518","#99d8c9"
"173","0.986652506316997","1.14599330199806","10506","#99d8c9"
"174","0.19992317697532","1.9407522001482","10586","#99d8c9"
"175","-2.44079193997184","-1.401574869583","14372","#99d8c9"
"176","-2.29974996327506","0.469522962229432","05258","#99d8c9"
"177","1.26220682741597","-0.607975618178703","19480","#99d8c9"
"178","0.159096128069413","0.782682224908696","12813","#99d8c9"
"179","-0.0755133328822236","1.93932853788843","15653","#99d8c9"
"180","-0.400326626091692","0.249166997896796","10682","#99d8c9"
"181","1.31856938467976","1.06274849722165","13951","#99d8c9"
"182","-0.483929663559382","0.06960171131067","16115","#99d8c9"
"183","-0.40647819076302","0.248256934137107","05334","#99d8c9"
"184","0.90832213749325","2.10285111202231","05491","#99d8c9"
"185","-2.1188965472274","-0.572636470542203","18397","#99d8c9"
"186","-2.01798462522087","1.07514373792232","14343","#99d8c9"
"187","-1.54465194348074","1.21513580607399","15095","#99d8c9"
"188","-0.359493877450376","1.31989038339057","10505","#99d8c9"
"189","-2.01856533954838","1.45550859311599","20005","#99d8c9"
"190","0.766787966999899","-1.92739408319527","14418","#99d8c9"
"191","-1.3348221638247","2.18532462114151","13722","#2ca25f"
"192","-0.223564975251463","2.03247081730034","17568","#2ca25f"
"193","-1.51057087758054","-2.17789633303834","13487","#2ca25f"
"194","-1.45972823241216","1.71866163450078","14511","#2ca25f"
"195","1.93913064438509","-1.40554837322973","14651","#2ca25f"
"196","-0.748011078241521","-2.3977775737965","13650","#2ca25f"
"197","-0.452416993966759","2.00784541887845","04470","#2ca25f"
"198","1.98793771209641","0.945612449613522","11459","#2ca25f"
"199","-1.86029079063657","-0.725143808182949","14468","#2ca25f"
"200","0.230653591344693","-2.58204103374474","00001","#2ca25f"
